url,Error,domain,ads,imgratio,inlinks,wot,pageloadtime,misspelled,hyperlinks,cookie,brokenlinks,responsive,lastmod,langcount,outlinks,redirected
"""http://www.e-motional.com/TScreenLock.htm""",Field NA,"""com""",39,1.0,0,"[73, 7]",2549,2,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""","""TimeOut Error, Max 500 sec""","""false""","""2017-08-11T16:16:34""",1,"""TimeOut Error, Max 500 sec""",Field NA
"""http://www.cms.ca/""",Field NA,"""com""",174,0.8345992009843387,3020000,"""NA""",220,9,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""No""",154,"""Info not NA""","""2017-08-11T16:37:26""",2,"""TimeOut Error, Max 500 sec""","""https://newsignature.com/"""
"""http://www.ntsecurity.nu/""",Field NA,"""nu""",0,0.03603464090438015,0,"[57, 13]",513,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2016-04-23T13:59:23""",1,0,Field NA
"""http://www.labmice.net/articles/securingwin2000.htm""",Field NA,"""com""",14,1.0,0,"""NA""",3183,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""Yes""",13,"""false""","""2017-08-11T16:47:57""",1,8,"""http://labmice.techtarget.com/articles/securingwin2000.htm"""
"""http://www.winsysbee.com/""",Field NA,"""com""",22,0.16046159416225148,0,"[68, 10]",88,35,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""Yes""",0,"""true""","""2017-06-13T04:46:49""",1,0,Field NA
"""http://www.intelore.com/""",Field NA,"""com""",3,0.43502717734799645,0,"[86, 16]",72,0,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2017-08-11T09:28:38""",1,0,Field NA
"""http://www.password-solutions.com/""",Field NA,"""com""",4,0.23976413799083723,168000000,"""NA""",82,1,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""Yes""",0,"""false""","""2017-08-11T16:51:47""",1,4,Field NA
"""http://hashsuite.openwall.net/""",Field NA,"""net""",0,0.0781091298950457,0,"[80, 9]",298,0,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2017-08-11T16:52:06""",1,0,Field NA
"""http://lsoft.net/pwch.aspx""",Field NA,"""net""",12,1.0,2,"""NA""",75,0,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""","""TimeOut Error, Max 500 sec""","""false""","""2017-08-11T16:51:13""",1,"""TimeOut Error, Max 500 sec""",Field NA
"""http://www.petri.co.il/excel-password-recovery.htm""",Field NA,"""com""",100,0.9399159392175881,1,"[93, 16]",97,"""TimeOut Error, Max 500 sec""","{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""Yes""",5,"""true""","""2017-08-11T16:02:07""",1,9,"""https://www.petri.com/excel-password-recovery"""
"""http://www.apasscracker.com/""",Field NA,"""com""",1,0.364574444549793,0,"[82, 12]",118,24,"{""contact"": 0, ""email"": 1, ""sitemap"": 1, ""help"": 0}","""Yes""",0,"""false""","""2017-08-11T17:17:56""",1,0,"""https://apasscracker.com/"""
"""http://www.abf-soft.com/password-recovery.shtml""",Field NA,"""com""",2,0.05263157894736842,0,"""NA""",67,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 1, ""help"": 0}","""No""",29,"""false""","""2017-08-11T17:21:22""",1,2,Field NA
"""http://www.rixler.com/""",Field NA,"""com""",2,"""TimeOut Error, Max 500 sec""",0,"[72, 10]",10383,6,"{""contact"": 1, ""email"": 1, ""sitemap"": 1, ""help"": 0}","""No""","""TimeOut Error, Max 500 sec""","""Error in binding req to urllib2""","""2017-08-11T17:06:25""",1,"""TimeOut Error, Max 500 sec""",Field NA
"""http://www.zip-backup.com/zippassword/""",Field NA,"""com""",10,0.3459008405408698,0,"[76, 14]",220,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",13,"""false""","""2017-08-11T17:49:53""",1,6,Field NA
"""http://www.passwordrecoverytools.com/""",Field NA,"""com""",4,0.4464064122951347,0,"[54, 12]",91,8,"{""contact"": 1, ""email"": 0, ""sitemap"": 1, ""help"": 1}","""Yes""",5,"""false""","""2017-08-11T17:51:08""",1,3,"""https://passwordrecoverytools.com/"""
"""http://www.elcomsoft.com/prs.html""",Field NA,"""com""",27,0.9994986767397666,0,"""NA""",97,44,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""Yes""",0,"""false""","""2017-08-11T17:59:56""",1,25,"""https://www.elcomsoft.com/products.html"""
"""http://soft4you.com/""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://www.doshare.com/""",Field NA,"""com""",1,0.17445250198761655,432000,"[64, 7]",114,0,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",1,"""false""","""2017-04-06T08:00:15""",1,0,Field NA
"""http://www.secretfilesoftware.com/""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://www.password-protect-software.com/""",Field NA,"""com""",9,0.29512357098809355,24200000,"[66, 7]",102,0,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""No""",5,"""false""","""2013-11-01T09:04:00""",1,9,Field NA
"""http://www.softfolder.com/password_protected_lock.html""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://www.sowsoft.com/""",Field NA,"""com""",1,0.1494326582233385,0,"[67, 8]",82,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2017-08-11T18:16:06""",1,0,Field NA
"""http://www.viewizard.com/SG/""",Field NA,"""com""",18,0.10691888270651506,0,"[83, 9]",61,9,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",3,"""false""","""2017-08-11T18:18:13""",1,0,"""http://www.viewizard.com/"""
"""http://www.newsoftwares.net/folderlock""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://www.atompark.com/""",Field NA,"""com""",120,0.09644351262306644,0,"[61, 5]",60,10,"{""contact"": 1, ""email"": 1, ""sitemap"": 0, ""help"": 0}","""No""",3,"""true""","""2017-08-11T18:27:06""",1,10,"""https://www.atompark.com/"""
"""http://www.effetech.com/aps/""",Field NA,"""com""",17,0.3653096382264938,0,"[50, 5]",185,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""No""",14,"""false""","""2009-07-04T01:26:13""",1,5,Field NA
"""http://www.toplang.com/passworddoor.htm""",Field NA,"""com""",1,0.07490278784683319,0,"""NA""",72,0,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""No""",2,"""false""","""2017-08-11T18:27:01""",1,1,Field NA
"""http://leithauserresearch.com/psp.html""",Field NA,"""com""",2,0.3267447535383114,0,"[94, 12]",5420,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",12,"""false""","""2016-02-16T17:34:24""",1,2,Field NA
"""http://www.clickok.co.uk/""",Field NA,"""com""",8,0.09909467074716675,56800,"""NA""",135,2,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""No""",0,"""false""","""2017-02-22T17:31:24""",1,6,"""http://www.kalbashir.com/"""
"""http://www.angelfire.com/apes/ppsplus1/""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://www.esmarttools.com/""",Field NA,"""com""",13,0.1658221612301629,0,"""NA""",1391,0,"{""contact"": 1, ""email"": 0, ""sitemap"": 1, ""help"": 1}","""No""",4,"""false""","""2017-08-11T18:30:25""",1,9,Field NA
"""http://www.softstack.com/1clicklock.html""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://sullage.www9.50megs.com/""",Field NA,"""com""",2,0.8265729430744411,0,"[70, 20]",123,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",6,"""false""","""2000-12-21T15:40:12""",1,1,Field NA
"""http://www.compelson.com/pofi.htm""",Field NA,"""com""",27,0.4053799178460549,0,"[89, 32]",143,24,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""Yes""",177,"""Info not NA""","""2017-08-11T17:19:12""",1,20,"""http://www.mobiledit.com/"""
"""http://passwordtools.com/webpsw/""",Field NA,"""com""",3,0.1575432759459502,0,"[60, 2]",69,0,"{""contact"": 0, ""email"": 1, ""sitemap"": 1, ""help"": 0}","""Yes""",0,"""false""","""2017-08-11T18:34:49""",1,3,"""http://passwordtools.com/webpsw/default.asp"""
"""http://www.softheap.com/""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://www.godex.com/""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://www.mark.vcn.com/password/""",Field NA,"""com""",4,0.1335999619102033,0,"[66, 9]",214,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",1,"""false""","""2009-11-08T21:04:53""",1,4,Field NA
"""http://www.winability.com/folderguard/""",Field NA,"""com""",32,0.2939657275533982,0,"[90, 47]",655,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",27,"""true""","""1970-01-01T00:00:00""",1,0,Field NA
"""http://www.softforyou.com/""",Field NA,"""com""",1,0.4624887959366597,0,"[42, 8]",94,72,"{""contact"": 1, ""email"": 1, ""sitemap"": 1, ""help"": 0}","""No""",10,"""false""","""2013-11-14T13:20:42""",1,1,Field NA
"""http://www.modemlockdown.com/""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://www.akidthaine.com/""",Field NA,"""com""",13,0.07655054811205847,0,"[60, 14]",117,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2013-02-01T22:27:35""",1,5,Field NA
"""http://www.devicode.com/products/kidsplorer""",Field NA,"""com""",1,0.3333333333333333,0,"[66, 8]",1435,0,"{""contact"": 1, ""email"": 1, ""sitemap"": 0, ""help"": 0}","""No""",3,"""false""","""2017-08-11T18:37:24""",1,1,Field NA
"""http://www.redhandsecurity.com/""",Field NA,"""com""",5,0.16468190108357472,0,"[61, 4]",52,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2014-06-29T12:58:25""",1,0,Field NA
"""http://www.internettimer.net/""",Field NA,"""net""",3,1.0,0,"[70, 14]",3643,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""Info not NA""","""2017-08-11T18:41:07""",1,3,Field NA
"""http://www.allowblock.com/""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://www.timesupkidz.com/""",Field NA,"""com""",0,0.5108538350217077,0,"[71, 6]",229,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""Yes""",0,"""false""","""2017-08-11T18:41:56""",1,0,Field NA
"""http://www.pc-chaperone.com/""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://www.blumentals.net/inetprot/""",Field NA,"""net""",27,0.21267637978107218,"""GoogleApi limit is exceeded""","[89, 41]",82,0,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""Yes""",12,"""false""","""2017-08-11T18:42:06""",1,9,"""https://www.blumentals.net/inetprot/"""
"""http://www.privacywindows.com/""",Field NA,"""com""",0,1.0,"""GoogleApi limit is exceeded""","[63, 6]",116,3,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2017-08-11T18:43:10""",1,0,Field NA
"""http://www.safefamilies.org/download.php""",Field NA,"""org""",27,0.8532898742791647,"""GoogleApi limit is exceeded""","""NA""",172,0,"{""contact"": 1, ""email"": 0, ""sitemap"": 1, ""help"": 1}","""No""",66,"""false""","""2017-08-11T18:43:12""",1,24,Field NA
"""http://www.pchomesoft.com/""",Field NA,"""com""",0,1.0,"""GoogleApi limit is exceeded""","[50, 4]",517,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2017-08-11T18:44:02""",1,0,Field NA
"""http://www.parental-control.org/""",Field NA,"""org""",0,1.0,"""GoogleApi limit is exceeded""","[63, 6]",509,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2017-08-11T18:44:08""",1,0,"""http://www.parental-control.org/cgi-sys/suspendedpage.cgi"""
"""http://www.sentrypc.com/""",Field NA,"""com""",5,0.2775199687891419,"""GoogleApi limit is exceeded""","[61, 12]",257,6,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""No""",0,"""false""","""2017-07-15T06:48:25""",1,5,"""https://www.sentrypc.com/"""
"""http://www.cleancomputer.net/""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://www.softwaretime.com/""",Field NA,"""com""",31,0.11503782091185182,"""GoogleApi limit is exceeded""","[88, 10]",202,3,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",11,"""false""","""2017-08-11T18:45:25""",1,0,Field NA
"""http://www.pctattletale.com/""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://www.toplang.com/internetlock.htm""",Field NA,"""com""",0,0.11110283048396953,"""GoogleApi limit is exceeded""","[60, 12]",220,0,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2017-08-11T18:49:54""",1,0,Field NA
"""http://www.omniquad.com/surfwallhome.htm""",Field NA,"""com""",1,1.0,"""GoogleApi limit is exceeded""","""NA""",73,3,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2017-06-13T23:34:47""",1,0,Field NA
"""http://www.parentalkey.com/""",Field NA,"""com""",2,0.13832278812877966,"""GoogleApi limit is exceeded""","[5, 13]",154,0,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""No""",0,"""false""","""2012-10-19T09:01:36""",1,2,Field NA
"""http://www.nicekit.com/""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://www.wieser-software.com/qualtime/""",Field NA,"""com""",3,0.07908540296171791,"""GoogleApi limit is exceeded""","""NA""",161,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2017-08-11T18:50:22""",1,0,Field NA
"""http://www.mediadetective.com/""",Field NA,"""com""",0,0.13548818385488184,"""GoogleApi limit is exceeded""","[64, 7]",90,1,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2013-04-16T05:39:55""",1,0,Field NA
"""http://www.dataapples.com/""",Field NA,"""com""",17,0.9443031991463213,"""GoogleApi limit is exceeded""","[87, 49]",199,16,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""Yes""",27,"""false""","""2017-08-11T18:50:33""",1,14,"""https://www.facebook.com/SAToolz/"""
"""http://smartblock.stormpages.com/""",Field NA,"""com""",15,0.1399954192286686,"""GoogleApi limit is exceeded""","[38, 24]",307,0,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",2,"""false""","""2017-08-11T18:51:03""",1,1,"""http://www.stormpages.com/"""
"""http://www.timewatcher.de/fam/Home/""",Field NA,"""de""",0,0.24194627877922542,"""GoogleApi limit is exceeded""","[68, 11]",53,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",1,"""false""","""2006-06-03T11:16:47""",1,0,Field NA
"""http://www.avsweb.com/mom/index.html""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://www.hyperdynesoftware.com/""",Field NA,"""com""",2,0.1398456703693332,"""GoogleApi limit is exceeded""","[70, 8]",101,0,"{""contact"": 1, ""email"": 0, ""sitemap"": 1, ""help"": 0}","""No""",0,"""false""","""2017-05-16T12:04:10""",1,0,"""https://hyperdynesoftware.com/"""
"""http://www.softdd.com/pc-spy-software/""",Field NA,"""com""",3,0.024094745439695073,"""GoogleApi limit is exceeded""","[14, 11]",679,0,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""No""",0,"""false""","""2017-08-11T18:51:55""",1,0,Field NA
"""http://www.softsecurity.com/""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://www.bosseveryware.com/""",Field NA,"""com""",15,0.024762059588555214,"""GoogleApi limit is exceeded""","[44, 6]",115,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",3,"""false""","""2017-07-10T12:26:34""",1,2,Field NA
"""http://www.blinc.ca/""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://www.softactivity.com/""",Field NA,"""com""",75,0.41485306934814564,"""GoogleApi limit is exceeded""","[80, 10]",117,32,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""true""","""2017-08-11T18:52:20""",1,13,"""https://www.softactivity.com/"""
"""http://www.refog.com/""",Field NA,"""com""",25,0.24329937164968582,"""GoogleApi limit is exceeded""","[71, 32]",102,5,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2017-04-25T13:24:51""",16,24,"""https://www.refog.com/"""
"""http://www.encrypt-html.com/""",Field NA,"""com""",3,0.20407481144551176,"""GoogleApi limit is exceeded""","[88, 13]",261,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 1, ""help"": 0}","""No""",0,"""false""","""2015-07-25T23:46:10""",1,1,Field NA
"""http://www.bestcrypto.com/products/skey/index.php""",Field NA,"""com""",2,0.2,"""GoogleApi limit is exceeded""","[75, 10]",267,0,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""Yes""",0,"""false""","""2017-08-11T18:54:52""",1,1,"""http://www.kryptel.com/products/silverkey.php"""
"""http://www.creabit.com/htmlprotect/""",Field NA,"""com""",10,0.40442692818844234,"""GoogleApi limit is exceeded""","[64, 7]",80,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2017-08-11T18:55:28""",1,3,Field NA
"""http://www.neobytesolutions.com/invsecr/index.htm""",Field NA,"""com""",11,0.13798389418088589,"""GoogleApi limit is exceeded""","[84, 12]",112,1,"{""contact"": 0, ""email"": 1, ""sitemap"": 0, ""help"": 0}","""Yes""",1,"""false""","""2017-08-11T18:57:29""",1,9,"""http://www.invisiblesecrets.com/"""
"""http://www.protware.com/""",Field NA,"""com""",3,0.6315246880086814,"""GoogleApi limit is exceeded""","[71, 7]",257,0,"{""contact"": 0, ""email"": 1, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2016-09-06T18:30:26""",1,1,Field NA
"""http://share2.com/htmlencr/""",Field NA,"""com""",2,0.11133623746327627,"""GoogleApi limit is exceeded""","[92, 11]",135,0,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2012-03-27T10:50:24""",1,2,Field NA
"""http://www.pepsoft.com/absec/intro.html""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://www.ffh-lab.com/""",Field NA,"""com""",6,0.33758888981845564,"""GoogleApi limit is exceeded""","[68, 10]",458,71,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",6,"""false""","""2017-04-05T19:51:22""",1,6,Field NA
"""http://www.softdd.com/complete/""",Field NA,"""com""",4,0.7370755706105331,"""GoogleApi limit is exceeded""","[14, 11]",199,0,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""No""",0,"""false""","""2017-08-11T19:00:36""",1,0,Field NA
"""http://www.surprisesoft.com/""",Field NA,"""com""",0,0.18430865494510568,"""GoogleApi limit is exceeded""","[65, 8]",55,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2017-04-25T07:19:59""",1,0,Field NA
"""http://smartprotector.com/""",Field NA,"""com""",2,0.11386193386310535,"""GoogleApi limit is exceeded""","[39, 10]",357,1,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",4,"""false""","""2017-08-11T19:02:30""",1,0,"""http://smartprotector.com/eraser/"""
"""http://www.rawsoft.com/""",Field NA,"""com""",12,0.015885558495641407,"""GoogleApi limit is exceeded""","[18, 13]",181,7,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",2,"""true""","""2017-08-11T19:05:24""",1,0,Field NA
"""http://www.softvers.com/antispy/index.html""",Field NA,"""com""",10,1.0,"""GoogleApi limit is exceeded""","""NA""",282,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""No""",31,"""false""","""2016-09-26T23:58:12""",1,6,Field NA
"""http://www.supercoolbookmark.com/washer/index.html""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://www.evidence-washer.com/""",Field NA,"""com""",8,0.12323055847842919,"""GoogleApi limit is exceeded""","[62, 5]",66,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""Yes""",3,"""false""","""2017-08-11T19:07:27""",1,5,Field NA
"""http://www.zjsoftware.com/""",Field NA,"""com""",76,"""TimeOut Error, Max 500 sec""","""GoogleApi limit is exceeded""","""NA""",260,4,"{""contact"": 1, ""email"": 0, ""sitemap"": 1, ""help"": 0}","""Yes""","""TimeOut Error, Max 500 sec""","""false""","""2017-08-11T19:07:44""",1,"""TimeOut Error, Max 500 sec""",Field NA
"""http://www.webroot.com/""",Field NA,"""com""",1,0.22127927840550896,"""GoogleApi limit is exceeded""","[93, 57]",133,4,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""Yes""",13,"""false""","""2017-08-11T19:32:54""",1,0,"""https://www.webroot.com/us/en"""
"""http://www.fsb.hr/~dzorc/webcache.html""",Field NA,"""hr""",9,0.38175351436797833,"""GoogleApi limit is exceeded""","""NA""",207,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",2,"""false""","""2014-06-07T15:53:38""",1,6,"""http://titan.fsb.hr/~dzorc/webcache.html"""
"""http://www.acesoft.net/""",Field NA,"""net""",5,0.35867102106105037,"""GoogleApi limit is exceeded""","[70, 8]",49,1,"{""contact"": 1, ""email"": 0, ""sitemap"": 0, ""help"": 1}","""No""","""TimeOut Error, Max 500 sec""","""false""","""2015-01-04T09:24:20""",1,1,Field NA
"""http://www.aandrc.com/purgeie/index.htm""",Field NA,"""com""",14,0.7129883772152756,"""GoogleApi limit is exceeded""","""NA""",123,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",0,"""false""","""2017-08-11T19:49:30""",1,14,Field NA
"""http://www.fsb.hr/~dzorc/ewcache.html""",Field NA,"""hr""",7,0.3920152091254753,"""GoogleApi limit is exceeded""","""NA""",248,0,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",2,"""false""","""2014-06-07T15:53:40""",1,4,"""http://titan.fsb.hr/~dzorc/ewcache.html"""
"""http://www.nstarsolutions.com/wci.htm""",Field NA,"""com""",1,0.0822223431463242,"""GoogleApi limit is exceeded""","[64, 5]",105,0,"{""contact"": 1, ""email"": 1, ""sitemap"": 0, ""help"": 1}","""No""",0,"""false""","""2017-02-08T02:45:48""",1,0,"""http://www.nstarsolutions.com/wci/"""
"""http://www.cyberscrub.com/""",Field NA,"""com""",44,0.1302292779067287,"""GoogleApi limit is exceeded""","[60, 12]",162,11,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""",1,"""true""","""2017-08-11T19:58:50""",1,3,Field NA
"""http://www.redcannon.com/""","""Error in binding req to urllib2""",Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA,Field NA
"""http://www.itcompany.com/""",Field NA,"""com""",5,0.05678111227909134,"""GoogleApi limit is exceeded""","[31, 32]",138,3,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""No""","""TimeOut Error, Max 500 sec""","""false""","""2017-02-24T06:58:12""",1,"""TimeOut Error, Max 500 sec""",Field NA
"""http://www.zdelete.com/eraser.htm""",Field NA,"""com""",10,1.0,"""GoogleApi limit is exceeded""","""NA""",64,5,"{""contact"": 0, ""email"": 0, ""sitemap"": 0, ""help"": 0}","""Yes""","""TimeOut Error, Max 500 sec""","""false""","""2017-08-11T20:22:05""",1,"""TimeOut Error, Max 500 sec""",Field NA
"""http://www.4t-niagara.com/sweeper.html""",Field NA,"""com""",2,1.0,"""GoogleApi limit is exceeded""","[78, 9]",107,0,"{""contact"": 1, ""email"": 1, ""sitemap"": 0, ""help"": 1}","""No""",35,"""false""","""2017-08-11T20:42:03""",1,1,Field NA
"""http://www.cypherix.com/""",Field NA,"""com""",12,0.21267433639694067,"""GoogleApi limit is exceeded""","[89, 12]",75,22,"{""contact"": 1, ""email"": 0, ""sitemap"": 1, ""help"": 1}","""No""","""TimeOut Error, Max 500 sec""","""false""","""2017-03-11T12:02:10""",1,1,Field NA
